120200101,1,-1,1,0
120200102,6,1,1,0
120200103,8,4,1,0
120200104,4,0,2,2
120200105,2,-1,2,6
120200106,3,-2,7,0
120200107,4,-3,4,0
120200108,1,-8,5,2
120200109,3,-10,3,0
120200110,8,3,2,1
120200111,12,2,1,55
120200112,2,-5,2,13
120200113,3,-5,2,0
120200114,4,-1,2,0
120200115,5,2,2,0
120200116,3,-10,4,0
120200117,-7,-14,1,0
120200118,3,-8,4,16
120200119,1,-10,14,0
120200120,-5,-13,14,1
120200121,-2,-8,14,0
120200122,1,-5,13,0
120200123,4,-3,13,1
120200124,4,1,12,21
120200125,4,2,5,8
120200126,4,1,2,1
120200127,2,1,1,0
120200128,3,-1,1,0
120200129,-1,-7,1,0
120200130,-1,-5,1,0
120200131,0,-3,1,0
120200201,1,-2,1,2
120200202,3,0,4,6
120200203,6,2,4,1
120200204,3,-4,1,0
120200205,-2,-7,1,1
120200206,-2,-5,4,8
120200207,-3,-8,8,1
120200208,-6,-13,8,1
120200209,2,-8,7,6
120200210,4,1,8,1
120200211,4,-1,6,0
120200212,2,-2,4,1
120200213,1,-15,6,2
120200214,-8,-19,5,1
120200215,1,-9,5,0
120200216,4,-2,5,0
120200217,0,-4,3,1
120200218,6,-1,9,9
120200219,0,-6,4,0
120200220,-4,-9,3,1
120200221,1,-9,4,0
120200222,6,-3,4,0
120200223,8,2,1,1
120200224,9,2,1,1
120200225,6,2,1,0
120200226,4,-3,1,12
120200227,-3,-5,13,3
120200228,-3,-9,8,1
120200229,-3,-13,7,1
120200301,5,-8,6,1
120200302,7,2,3,2
120200303,5,3,1,10
120200304,8,2,1,0
120200305,5,-1,1,1
120200306,4,-1,1,1
120200307,4,-5,2,1
120200308,11,1,2,1
120200309,17,8,1,0
120200310,12,0,1,3
120200311,4,-1,2,0
120200312,6,1,1,0
120200313,9,3,2,6
120200314,5,0,1,0
120200315,4,-2,1,1
120200316,4,-2,2,2
120200317,9,1,2,0
120200318,5,-1,0,2
120200319,7,3,1,2
120200320,16,-4,1,5
120200321,2,-8,1,1
120200322,2,-5,1,0
120200323,4,0,3,12
120200324,5,1,2,0
120200325,9,3,2,1
120200326,14,4,2,1
120200327,9,3,1,1
120200328,7,4,0,1
120200329,18,5,1,11
120200330,10,6,1,3
120200331,6,4,1,0
120200401,9,3,0,1
120200402,14,4,0,1
120200403,12,3,0,1
120200404,11,7,0,0
120200405,11,4,0,0
120200406,13,2,0,2
120200407,14,5,0,6
120200408,15,6,0,1
120200409,10,2,0,9
120200410,8,1,0,0
120200411,10,0,0,1
120200412,13,5,0,0
120200413,15,4,0,15
120200414,8,0,0,1
120200415,5,-1,0,1
120200416,5,-2,0,1
120200417,6,-1,0,1
120200418,11,-1,0,1
120200419,14,0,0,0
120200420,6,-1,0,1
120200421,8,-1,0,1
120200422,7,-2,0,1
120200423,6,0,0,1
120200424,11,6,0,1
120200425,13,3,0,1
120200426,12,7,0,0
120200427,14,5,0,1
120200428,11,7,0,1
120200429,14,8,0,1
120200430,13,9,0,8
120200501,16,9,0,1
120200502,15,7,0,2
120200503,22,9,0,1
120200504,11,4,0,1
120200505,9,2,0,1
120200506,12,5,0,1
120200507,14,3,0,1
120200508,6,-2,0,1
120200509,7,-2,0,1
120200510,10,2,0,0
120200511,8,1,0,4
120200512,9,0,0,1
120200513,13,0,0,2
120200514,11,7,0,2
120200515,19,9,0,5
120200516,17,10,0,1
120200517,15,10,0,1
120200518,16,11,0,8
120200519,18,12,0,0
120200520,18,12,0,0
120200521,20,10,0,1
120200522,24,11,0,1
120200523,24,14,0,1
120200524,25,16,0,0
120200525,30,18,0,1
120200526,32,18,0,2
120200527,29,20,0,0
120200528,24,18,0,7
